Sample,Treatment,Group,Cer(d14:0_17:1)+HCOO,Cer(d14:0_25:2)+HCOO,Cer(d15:0_26:3)+HCOO,Cer(d16:0_16:0)+HCOO,Cer(d16:0_21:1)+HCOO,Cer(d16:1_16:0)+HCOO,Cer(d16:1_18:1)+HCOO,Cer(d16:1_22:0)+HCOO,Cer(d16:1_24:1)+HCOO,Cer(d17:0_26:3)+HCOO,Cer(d17:1_16:0)+HCOO,Cer(d17:1_16:0)-H,Cer(d17:1_22:0)+HCOO,Cer(d17:1_24:0)+HCOO,Cer(d17:1_24:1)+HCOO,Cer(d17:1_24:2)+HCOO,Cer(d18:0_16:0)+HCOO,Cer(d18:0_18:0)+HCOO,Cer(d18:1_16:0)+HCOO,Cer(d18:1_16:0)-H,Cer(d18:1_17:0)+HCOO,Cer(d18:1_18:0)+HCOO,Cer(d18:1_20:0)+HCOO,Cer(d18:1_22:0)+HCOO,Cer(d18:1_24:0)+HCOO,Cer(d18:1_24:0)-H,Cer(d18:1_24:1)+HCOO,Cer(d18:1_24:1)-H,Cer(d18:1_24:2)+HCOO,Cer(d18:1_25:0)+HCOO,Cer(d18:1_26:0)+HCOO,Cer(d18:1_26:1)+HCOO,Cer(d18:1_26:2)+HCOO,Cer(d18:2_16:0)+HCOO,Cer(d18:2_18:0)+HCOO,Cer(d18:2_25:1)+HCOO,Cer(d19:1_16:0)+HCOO,Cer(d19:1_18:0)+HCOO,Cer(d24:0_18:0)+HCOO,Cer(d39:1)+HCOO,Cer(t16:0_24:1)+HCOO,Cer(t16:1_17:1)+HCOO,Cer(t17:0_24:0)+HCOO,Cer(t17:0_25:1)+HCOO,Cer(t17:1_15:0)+HCOO,Cer(t18:0_22:0)+HCOO,Cer(t18:0_24:0)+HCOO,Cer(t18:0_24:1)+HCOO,Cer(t18:0_26:0)+HCOO,Cer(t18:1_16:0)+HCOO,Cer(t20:0_26:0)+HCOO,LPC(14:0)+HCOO,LPC(15:0)+HCOO,LPC(16:0)+HCOO,LPC(16:1)+HCOO,LPC(17:0)+HCOO,LPC(17:1)+HCOO,LPC(18:0)+HCOO,LPC(18:1)+HCOO,LPC(18:2)+HCOO,LPC(19:1)+HCOO,LPC(20:1)+HCOO,LPC(20:2)+HCOO,LPC(20:3)+HCOO,LPC(20:4)+HCOO,LPC(22:5)+HCOO,LPE(16:0)-H,LPE(16:1)-H,LPE(18:0)-H,LPE(18:1)-H,LPE(18:1e)-H,LPE(18:2)-H,LPE(20:1)-H,LPE(20:3)-H,LPE(20:4)-H,LPE(22:3)-H,LPE(22:4)-H,LPE(22:5)-H,LPE(22:6)-H,LPG(18:1)-H,LPI(18:0)-H,LPS(18:0)-H,LPS(18:1)-H,PA(18:0_18:1)-H,PC(14:0_14:0)+HCOO,PC(14:0_20:4)+HCOO,PC(14:0e_16:0)+HCOO,PC(14:1e_18:2)-CH3,PC(15:0_14:0)+HCOO,PC(15:0_16:0)+HCOO,PC(15:0_16:1)+HCOO,PC(15:0_18:1)+HCOO,PC(16:0_14:0)+HCOO,PC(16:0_16:0)+HCOO,PC(16:0_16:0)-CH3,PC(16:0_16:1)+HCOO,PC(16:0_17:0)+HCOO,PC(16:0_18:1)+HCOO,PC(16:0_18:2)+HCOO,PC(16:0_20:4)+HCOO,PC(16:0_22:6)+HCOO,PC(16:0_8:0)+HCOO,PC(16:0e_14:0)+HCOO,PC(16:0e_15:0)+HCOO,PC(16:0e_18:2)+HCOO,PC(16:0e_20:4)+HCOO,PC(16:1_14:0)+HCOO,PC(16:1_18:1)+HCOO,PC(16:1e_14:0)+HCOO,PC(16:1e_16:0)+HCOO,PC(16:1e_16:1)+HCOO,PC(16:1e_18:1)+HCOO,PC(16:1e_18:2)+HCOO,PC(16:1e_20:3)-CH3,PC(16:1e_20:4)+HCOO,PC(16:1e_22:5)+HCOO,PC(17:0_18:1)+HCOO,PC(17:0_22:3)+HCOO,PC(17:1_16:0)+HCOO,PC(17:1_18:1)+HCOO,PC(18:0_16:0)+HCOO,PC(18:0_17:0)+HCOO,PC(18:0_18:2)+HCOO,PC(18:0_20:3)+HCOO,PC(18:0_20:4)+HCOO,PC(18:0_20:5)+HCOO,PC(18:0_22:3)+HCOO,PC(18:0_22:4)+HCOO,PC(18:0_22:5)+HCOO.1,PC(18:0_22:6)+HCOO,PC(18:0e_16:0)+HCOO,PC(18:0e_18:1)+HCOO,PC(18:1_18:1)+HCOO,PC(18:1_18:2)+HCOO,PC(18:1_20:4)+HCOO,PC(18:1_22:3)+HCOO,PC(18:1_22:5)+HCOO,PC(18:1e_16:0)+HCOO,PC(18:1e_18:1)+HCOO,PC(18:1e_20:4)+HCOO,PC(18:2_18:2)+HCOO,PC(18:2_20:4)+HCOO,PC(19:1_18:0)+HCOO,PC(19:1_18:1)+HCOO,PC(20:1_18:1)+HCOO,PC(22:4_20:4)+HCOO,PE(15:0_18:1)-H,PE(16:0_14:0)-H,PE(16:0_16:0)-H,PE(16:0_16:1)-H,PE(16:0_18:1)-H,PE(16:0_20:4)-H,PE(16:1e_18:2)-H,PE(16:1e_20:4)-H,PE(16:1e_20:5)-H,PE(16:1e_22:4)-H,PE(16:1e_22:6)-H,PE(17:0_20:4)-H,PE(18:0_16:0)-H,PE(18:0_18:2)-H,PE(18:0_20:2)-H,PE(18:0_20:3)-H,PE(18:0_20:4)-H,PE(18:0_20:5)-H,PE(18:0_22:4)-H,PE(18:0_22:5)-H,PE(18:0_22:6)-H,PE(18:1_18:1)-H,PE(18:1_18:2)-H,PE(18:1_20:4)-H,PE(18:1_22:4)-H,PE(18:1_22:5)-H,PE(18:1_24:0)-H,PE(18:1e_18:1)-H,PE(18:1e_20:3)-H,PE(18:1e_20:4)-H,PE(18:1e_22:4)-H,PE(18:1e_22:5)-H,PE(18:2e_18:1)-H,PE(18:2e_22:4)-H,PE(20:1_18:1)-H,PG(16:0_16:0)-H,PG(16:0_18:1)-H,PG(16:0_18:2)-H,PG(16:0_20:4)-H,PG(18:0_18:1)-H,PG(18:0_18:2)-H,PG(18:0_20:4)-H,PG(18:1_18:1)-H,PG(18:1_18:2)-H,PG(18:1_20:4)-H,PG(18:2_18:2)-H,PI(16:0_18:1)-H,PI(16:0_20:4)-H,PI(17:0_20:4)-H,PI(18:0_18:0)-H,PI(18:0_18:1)-H,PI(18:0_18:2)-H,PI(18:0_20:3)-H,PI(18:0_20:4)-H,PI(18:0_22:4)-H,PI(18:0_22:5)-H,PI(18:1_20:4)-H,PS(18:0_18:1)-H,PS(18:0_20:4)-H,PS(18:0_22:4)-H,PS(18:0_22:5)-H,PS(18:1_22:0)-H,PS(20:0_18:1)-H
T1_A,1w 55degrees,Fresh,-0.04651769,-0.04365541,0.07683832,0.09716422,0.25429779,0.02641715,0.53015805,0.22484422,-0.02122618,-0.22467054,0.11212441,0.085241336,0.23347391,0.26691491,-0.06810071,0.03936174,0.04493247,0.08963875,0.20883911,0.27288252,0.098899846,0.31830938,-0.01143349,0.34866266,0.34540174,0.38484168,0.0106168,-0.04362606,0.051193023,0.161561213,0.34195036,0.01252428,-0.08989078,0.10515875,0.218242832,0.272519221,0.206528156,0.205511698,-0.06746498,-0.13251121,0.277373838,0.51462633,-0.291544464,-0.03200369,-0.11606577,0.280566815,0.45253202,0.3300959,-0.02036092,0.28535356,-0.09260637,-0.63337142,-0.45195891,-0.36249211,-0.48651812,-0.34396026,-0.4031172,-0.23333772,-0.3908226,-0.452975132,-0.34450061,-0.32458405,-0.36565121,-0.49065794,-0.550943071,-0.475240414,-0.129085276,-0.180034609,-0.01277139,-0.44450634,-0.118501289,-0.47743334,-0.271125569,-0.57688558,-0.5981673,-0.28010201,-0.66698006,-0.29241287,-0.04596634,0.48686918,-0.35072409,0.18146843,0.397487357,0.414637775,-0.3775529,-5.06E-01,-0.31085145,-0.22926261,-0.38710327,-0.39277095,-0.8857069,-0.377638176,-0.38192172,-0.36523929,0.03767428,-0.339925734,-0.36870675,-0.5517602,-0.28664339,-0.65396092,-0.24789333,-0.4192883,-0.523044786,-0.18588806,-0.66266596,-0.614260185,-0.46011303,-0.64445153,-0.06883616,-0.024614052,-0.05302041,-0.31445651,-0.36304106,0.14172717,-0.25404543,-0.2175902,-0.481544852,-0.36085001,-0.27653747,-0.482860996,-0.45672205,-0.47057326,-0.653562271,-0.57718812,-0.59182641,-0.54982989,-0.49204504,-1.228106004,-0.529536994,-0.47273879,-0.33450337,-0.51103671,-0.544936717,-0.66565611,-0.58905676,-0.60762321,-0.43388567,-0.43690493,-0.247619804,-0.5407177,-0.50276992,-0.556717968,-0.562900517,-0.56585627,-0.76648345,-0.579387252,-0.02796637,0.18593224,0.13386129,-0.01833602,-0.13942081,-0.28606779,-0.22153467,-0.09608247,0.13469236,-0.159895872,0.06584427,-0.4004116,-0.302088017,-0.521153867,-0.07949802,-0.26906784,-0.40735804,-0.28727957,-0.3782657,-0.4413477,0.05627291,-0.5144624,-0.6268766,-0.45809054,-0.4625008,-0.214518,-0.16592228,-0.105933819,0.14172717,-0.06762991,-0.13892939,0.03427035,-0.148160954,-0.13096342,-0.46068585,0.57418808,0.46142383,0.31888058,0.4100929,0.47484817,0.47092439,0.44416415,0.35138158,0.21324951,0.229263022,-0.02538874,-0.20548847,-0.52127759,-0.495939764,-0.52528324,-0.44040103,-0.4636137,-0.40770874,-0.48143247,-0.45160468,-0.3518475,-0.50408821,0.17259968,0.02573651,-0.05268842,0.2103938,0.1363756,0.04912643
T1_B,1w 55degrees,Fresh,-0.00402935,0.06742294,0.3284448,0.36701755,0.53885308,0.25837432,0.52896638,0.53899106,0.17158972,-0.11061898,0.27672612,0.150306934,0.47821454,0.53795733,0.43148697,0.2374325,0.50351895,0.53682277,0.53391138,0.46999723,0.426561622,0.53573723,0.65522831,0.61788284,0.6370094,0.54353247,0.27616455,0.41641298,0.438556475,0.724929564,0.59710073,0.31830473,0.09440294,0.28872834,0.476110896,0.494445804,0.466079284,0.482106106,0.3725128,-0.06236968,0.454748691,0.21771468,-0.058532844,0.09597894,-0.1133435,0.576026123,0.56706498,0.566643988,-0.07833572,0.4164221,-0.05406961,-0.4460313,-0.31573454,-0.24214073,-0.29978714,-0.24658141,-0.290321,-0.09594604,-0.30075143,-0.366208198,-0.28598611,-0.43086312,-0.40497612,-0.34690946,-0.358608769,-0.263966272,0.210716405,0.275209431,0.45427137,-0.11130424,0.508140536,-0.25446013,-0.007763926,0.07971039,-0.03654369,-0.0471122,-0.39408159,0.10119625,0.36264515,0.54060201,-0.37010318,0.11650516,0.340679918,0.36907056,-0.29365009,-5.97E-01,-0.14876536,-0.10322777,-0.34972263,-0.26522722,-0.66801782,-0.274896375,-0.25345332,-0.15912058,0.04856729,-0.004010626,-0.2116629,-0.44793685,-0.14665697,-0.55351078,-0.2007394,-0.3757724,-0.373556737,-0.18688969,-0.38912782,-0.457673617,-0.36433576,-0.58053055,0.31771398,0.278218351,0.14140208,-0.09832829,-0.28946783,0.41085853,-0.10917113,-0.03906024,-0.44191374,-0.22607814,-0.15799263,-0.436444791,-0.13057032,-0.31391751,-0.546025436,-0.47625397,-0.48867697,-0.52469908,-0.38770066,-1.021644326,-0.562606693,-0.33433867,-0.03812826,-0.45644435,-0.483112831,-0.64008387,-0.46997347,-0.46054681,-0.34025909,-0.31248182,-0.002555208,-0.31240062,-0.53885715,-0.498741907,-0.153132908,-0.458371657,-0.65007644,-0.447352889,0.17865071,0.42726894,0.37412969,0.22173066,0.27433532,-0.006008995,-0.09861564,0.09007935,0.35090261,-0.009263366,0.24213996,-0.20875225,0.085592895,-0.244192697,0.24070259,0.15306223,-0.12766858,0.16813661,-0.11622254,-0.02817482,0.35225606,-0.20606706,-0.40299435,-0.25423047,-0.28495969,-0.06452697,0.06090796,0.078071082,0.41085853,0.10881266,-0.01281681,0.21173733,-0.037733522,0.04889053,-0.28272428,0.64095225,0.58349784,0.511001516,0.48632861,0.64510079,0.57218153,0.531385399,0.5113847,0.41896323,0.480369764,0.02859068,-0.05720912,-0.46332621,-0.615048314,-0.54100473,-0.42193562,-0.44282259,-0.4379383,-0.47697504,-0.52109571,-0.3766171,-0.4910987,0.23788575,0.076331,0.01313804,0.28969646,0.18959396,0.08254734
T2_A,1w 55degrees,Macerated,-0.14867,-0.1716385,0.17768583,-0.18755049,0.0225296,-0.13019912,-0.06032222,-0.21796862,-0.23627667,-0.2560115,-0.06582032,-0.040475918,-0.18176666,0.03773371,-0.15833222,-0.36649134,-0.06417,-0.20621195,-0.02536776,-0.01664408,-0.038609483,0.03445278,0.40746218,-0.1014402,0.1137154,0.0458902,0.05330306,0.05025055,-0.183923833,0.033337803,0.20080475,-0.02400579,-0.17908041,0.11354715,0.296141574,0.133684012,-0.019353868,0.051490352,-0.19823332,-0.18539673,-0.051133074,-0.48537367,-0.265417846,-0.17446004,-0.13408605,-0.229949543,-0.11171352,-0.119802113,-0.11167381,-0.04309578,-0.11753614,0.36662858,0.27526304,0.19962509,0.1263827,0.13181662,0.13643012,0.08339896,0.06523375,-0.023491699,0.14172004,0.24683989,0.04794186,0.09443599,-0.002297928,0.141650447,0.555882829,0.293909333,0.55075705,0.54359799,0.162290214,0.24333165,0.367012748,0.4108328,0.3014607,0.08728015,0.3037239,0.46990098,0.39737621,0.28114643,-0.01380419,0.09580224,0.131555695,0.488268083,-0.11705321,-2.07E-01,-0.20025366,0.15734878,-0.11351976,-0.185439,-0.37724357,-0.238627475,-0.1753038,-0.32639823,-0.24679614,-0.192325721,-0.23607154,-0.06370774,-0.17088644,-0.26007298,0.06554483,-0.5336972,-0.210892177,-0.15036145,0.08866201,-0.208134481,-0.02681372,-0.22872261,0.1577298,0.100598113,0.26304845,0.3955889,0.09731132,0.16640972,-0.03000655,0.04515975,-0.076281153,-0.05713186,0.24941616,-0.141624054,-0.2374827,-0.24901338,-0.155765423,-0.06786574,-0.17307169,0.07272968,-0.20112244,-0.197457676,-0.221573409,0.02719615,-0.24863707,-0.19966478,-0.123193897,-0.2349853,-0.18770248,-0.11644269,-0.02334704,-0.05258459,0.294274932,-0.13740277,-0.16698598,-0.221863969,0.089376546,-0.006204812,-0.47183186,-0.229165507,-0.06311871,-0.04204403,-0.06321318,0.24756408,0.07144031,-0.131453481,0.15551898,0.01115882,0.40440941,-0.095520499,0.17691344,-0.1558076,-0.033000107,0.009242576,-0.01333991,0.0111177,-0.05787681,0.52350386,-0.15685411,-0.08172117,0.26427878,0.04570721,-0.04291835,-0.11714063,-0.16967071,-0.12329194,0.2416369,0.128689455,0.16640972,0.0117751,-0.0213992,0.18496352,0.19114767,-0.04646806,0.01122109,0.01566527,0.13696391,0.27254469,0.25435774,0.09711684,0.27377426,0.175331455,0.32822396,0.56680787,0.231087441,0.50555548,-0.12065154,-0.23453328,-0.145401072,0.07306846,0.15003642,-0.09998081,-0.01451861,-0.08527769,-0.07227792,0.1228897,-0.25317511,0.0516375,0.04107075,-0.08066176,0.14927209,-0.02779457,0.08272536
T2_B,1w 55degrees,Macerated,-0.14848439,-0.18754043,0.339121,-0.24922765,-0.06213231,-0.23769973,-0.03210176,-0.1643768,-0.24248915,-0.37698451,-0.11313297,-0.142073524,-0.11626901,-0.03225859,-0.11449739,-0.39257299,-0.34310436,-0.20262196,-0.03682355,0.01178281,-0.009746957,0.07418072,-0.09804405,-0.09830492,-0.1066401,-0.066264,0.07884635,-0.04156116,-0.165797066,-0.008707853,-0.03252097,-0.03770212,-0.10559357,0.26917282,0.315051521,0.069683552,-0.148390843,0.069440827,-0.24596886,-0.20399263,-0.099846477,-0.4818969,-0.289912348,0.08197319,-0.11740609,-0.048405826,-0.05955099,-0.183807575,-0.01520669,-0.11276494,-0.18081298,0.34967428,0.26539073,0.1423494,0.12992099,0.09440601,0.09493426,0.084504,0.03436969,-0.037058329,0.10115812,0.20234443,-0.011408,0.04024683,-0.049675808,0.13396771,0.343551415,0.096378825,0.34243283,0.38404119,0.167917429,0.15338484,0.317593715,0.36013395,0.31216846,0.02534975,0.20076915,0.42755893,0.44512936,0.22604085,-0.14392011,-0.11302378,-0.047938349,-0.257270607,-0.13303053,-2.73E-01,-0.07072575,-0.02762896,-0.03656328,-0.13876999,-0.25856426,0.074261571,-0.12785597,-0.2361118,-0.02185888,-0.104316756,-0.15094324,-0.01659205,-0.05583871,-0.20274992,0.33738105,-0.4008412,-0.096710551,-0.09821671,-0.15004237,-0.125528074,-0.30954994,-0.0757422,0.12407624,0.107767051,0.27413862,0.27419238,0.06198316,0.03897678,-0.05321447,0.01255233,0.004584772,-0.0469391,0.25425959,-0.052964308,-0.32736189,-0.19705284,-0.067926423,-0.01516711,-0.1630119,0.12537401,-0.06819054,-0.069650989,-0.224822894,0.10985519,0.13096627,-0.1845936,-0.059147732,-0.17247742,-0.13224388,-0.08869766,0.0614776,-0.03061916,0.250303767,-0.07820343,-0.09667163,-0.203517518,0.074502544,-0.210545247,-0.37767611,-0.215231658,-0.21271975,-0.18331491,-0.22752283,0.01110269,-0.14423539,-0.24073569,-0.02488577,-0.05118799,0.27956632,-0.101158537,0.23020273,-0.23687974,-0.352849217,-0.023027229,-0.01108054,-0.2077073,-0.20467865,0.35393407,-0.32301178,-0.18113705,0.05145361,-0.08799341,-0.1593537,-0.19730535,-0.24500242,-0.40827829,-0.23442524,0.081827412,0.03897678,-0.04591786,-0.10156143,0.1474661,0.041397777,-0.08446845,-0.01865829,0.0200361,0.13441494,0.294283597,0.19807573,0.08638512,0.24256697,0.15513365,0.35265191,0.55394143,0.439054793,0.50892415,-0.42795745,-0.231086,-0.114685991,-0.12343375,-0.06717118,-0.12826006,-0.06169619,-0.07594665,-0.13773555,0.0277714,-0.24332392,-0.17891829,-0.11311573,-0.27791737,-0.07073558,-0.28493384,-0.25677459
T3_A,2d 55degrees,Fresh,0.01011638,0.06587625,-0.10186609,0.04744087,0.01078443,0.21817655,0.20524579,0.12901669,0.1924464,0.62301549,0.09058788,0.103364737,0.10806843,0.03715024,0.22272464,0.24231298,0.09537988,0.02140068,-0.09852824,-0.04559818,0.059598185,0.03079507,0.62144059,0.03178246,0.06644573,0.11097309,0.13543162,-0.09304771,0.184145828,0.319213164,0.05858164,0.12726711,0.08433975,-0.03504799,-0.123238562,-0.04335465,0.235996844,0.493211127,0.40129563,0.70636901,0.005359878,0.36515099,0.343079663,-0.01813317,0.17843749,0.195117994,-0.04058498,-0.066847016,-0.01313512,0.09787009,-0.10496445,0.15388359,-0.05234408,-0.13818778,0.09467149,-0.03480326,-0.03190034,-0.06653902,-0.02974642,0.038417255,-0.03259938,-0.10663784,0.05069503,0.1210415,0.100000615,-0.055430278,-0.253383111,-0.004948986,-0.19777256,-0.10929572,0.063104151,-0.17527671,-0.09541353,-0.16758734,-0.11456281,0.12764522,-0.0314082,-0.22832097,-0.32896855,-0.08460356,0.0584365,0.29609299,0.151377323,0.043082347,0.13418818,1.80E-01,0.11633348,0.14369912,0.12704346,0.09816166,0.42619462,0.132715804,0.14847658,0.12818053,0.14379105,0.073856361,0.14324899,0.05728022,0.03010192,0.11215715,-0.18969469,0.3562849,0.200092433,0.10556252,0.18053141,0.158167765,0.53988697,0.18860128,0.05893494,0.104739168,0.14465066,-0.01621704,0.04788877,0.15614516,0.20298134,0.17377426,0.167598211,0.27164834,0.40379596,0.116335603,0.21900276,0.52942674,0.217717694,0.16687929,0.24355353,-0.09034369,0.22264685,0.314943642,0.274503924,-0.0790296,0.37558914,0.1216958,0.071266879,0.08699914,0.07665948,0.20713682,-0.40109332,0.11140978,0.040485355,0.20839076,0.13532047,0.135466763,0.003110214,0.275362396,0.20263332,0.152047938,0.01651685,0.08132556,0.12549211,0.04911895,0.23810485,0.172922609,0.14220677,0.13026055,-0.0959095,0.184724225,-0.06942003,0.26619242,0.284969148,0.237940425,0.45557602,0.08200701,0.20511474,-0.36704794,0.30003092,0.112305,-0.14693181,0.320114,0.22547258,0.18995133,0.28480765,0.3524262,0.18815514,0.061383744,0.15614516,0.09014615,0.13800136,-0.03027718,0.004480669,0.16847686,0.18629804,-0.03286521,-0.08581155,-0.001075276,0.02588886,-0.04660781,0.03704099,0.035314206,-0.04584865,-0.21508929,0.078408164,-0.17319557,-0.01220177,0.01335069,0.005587347,-0.04800621,-0.11215286,0.04230815,-0.05008665,-0.00125998,0.01807446,-0.1258713,0.02512424,0.29140053,0.19500069,0.32038814,0.19362802,0.28847061,0.32688714
